title,author,source,description,content,pub_date,url,photo_url
State of emergency declared in California as wildfires rage,Our Foreign Staff,Telegraph.co.uk,"Thousands of people in Los Angeles were ordered to evacuate after a fast-moving brush fire ignited on Monday near the Getty Center museum, the latest outbreak in a wildfire season that has scorched parts of California.","Thousands of people in Los Angeles were ordered to evacuate after a fast-moving brush fire ignited on Monday near the Getty Center museum, the latest outbreak in a wildfire season that has scorched parts of California. 
The fire broke out around 8.30 GMT and… [+845 chars]",2019-10-28,https://www.telegraph.co.uk/news/2019/10/28/state-emergency-declared-california-wildfires-rage/,https://www.telegraph.co.uk/content/dam/news/2019/10/28/TELEMMGLPICT000214386495-xlarge_trans_NvBQzQNjv4Bq6sl0PMcqPKYfYzP4XwNXrlED4oeVbaHkve8iDD28IbU.jpeg?imwidth=1200
Doorbell Camera Captures Harrowing Footage Of California Family Evacuating From Wildfire,,Digg.com,Doorbell camera captures stunning footage of a California family making a run for it in their SUV.,"We know college football's biggest programs bring in fans from all over the country, but all schools like to argue about which one has the best fan base, or the biggest fan base, or the most loyal fan base",2019-10-26,https://digg.com/video/doorbell-camera-captures-harrowing-footage-of-california-family-evacuating-from-wildfire,https://cdn.digg.com/wp-content/uploads/2019/10/26165524/Screen-Shot-2019-10-26-at-4.55.03-PM.jpg
What Happens To Soil Microbes After Wildfire?,"Linh Anh Cat, Contributor, Linh Anh Cat, Contributor https://www.forbes.com/sites/linhanhcat/",Forbes.com,"After wildfire, soil microbes undergo changes that then impact humans. From culinary delicacies to toxic compounds, check out three ways wildfires impact soil microbes.","Flames close in on cars parked along a country road at the Blue Cut Fire on August 17, 2016 near ... [+] Wrightwood, California.
Getty Images
Californias fire season is in full force, with the Kincade fire currently burning in the Bay Area, and the Getty Fi… [+6785 chars]",2019-10-29,https://www.forbes.com/sites/linhanhcat/2019/10/29/soil-microbes-after-wildfire/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F591628100%2F960x0.jpg
"Celebrities flee, multimillion-dollar homes burn in Los Angeles wildfire",Reuters,Indianexpress.com,"Among neighborhoods under evacuation orders was the posh area of Brentwood, a section on the west side of the city. On the northern edge of Brentwood, a cluster of several multimillion-dollar homes were reduced to smoldering debris along a street festooned wi…","Firefighters work on a house destroyed by a wildfire called the Getty Fire in Los Angeles. (Source: AP)
A fast-moving wildfire on Monday destroyed at least five multimillion-dollar homes in one of the wealthiest neighborhoods in Los Angeles and forced celebr… [+3155 chars]",2019-10-29,https://indianexpress.com/article/world/celebrities-flee-multimillion-dollar-homes-burn-in-los-angeles-wildfire-6092382/,https://images.indianexpress.com/2019/10/wildfire-california-759.jpg?w=759
California declares state of emergency as fires rage,Al Jazeera,Al Jazeera English,Wildfires continue to tear through southern and northern parts of the western US state.,"The governor of the US state of California has declared a state of emergency because of raging wildfires.
High winds and extremely low humidity have hindered efforts to contain blazes burning in the northern and southern part of the state.
The Kincade fire … [+1514 chars]",2019-10-28,https://www.aljazeera.com/news/2019/10/california-declares-state-emergency-fires-blaze-191028085922540.html,https://www.aljazeera.com/mritems/Images/2019/10/28/a002679500ad44408c6e8f738f5f3ebc_18.jpg
PG&E Says It's Open to Extending Wildfire Victim Claims Deadline,,Bloomberg,,,2019-10-28,https://www.bloomberg.com/news/articles/2019-10-28/pg-e-says-it-s-open-to-extending-wildfire-victim-claims-deadline,
5 Facts: California Fires - Mercury News,,Youtube.com,5 Facts: California Fires Mercury News Kincade Fire Update: Sutter hospital in Santa Rosa forced to evacuate KGO-TV Downtown Healdsburg after evacuation because of wildfire Sacramento Bee California Wildfire Grows in Size; Firefighter Rescues Two Residents Fl…,"1. Over 90,000 in Sonoma County told to flee as Kincade Fire advances: https://eastbaytimes.com/2019/10/25/k...
2. Healdsburg Police Chief Kevin Burke said some have chosen not to evacuate: https://bayareane.ws/2NgPjYE
3. Why fire scientists are so worried … [+501 chars]",2019-10-27,https://www.youtube.com/watch?v=TxcrQ4d64_0,https://i.ytimg.com/vi/TxcrQ4d64_0/maxresdefault.jpg
The Conversation: How to protect taxpayers after the California wildfires end and the rebuilding starts,Alexander Smith,Marketwatch.com,An approach that is far softer than a heavy-handed building ban could achieve the same ends.,"Almost 200,000 Californians have been ordered to evacuate as ferocious winds drove several wildfires near Los Angeles, San Francisco and elsewhere. Many fear they may yet again return to a home ravaged by fire.
For Californians in fire-prone areas, this has … [+5009 chars]",2019-10-29,https://www.marketwatch.com/story/how-to-protect-taxpayers-after-the-california-wildfires-end-and-the-rebuilding-starts-2019-10-29,http://s.marketwatch.com/public/resources/MWimages/MW-HU266_califo_ZG_20191029173841.jpg
Green Sheet: MrBeast and PewDiePie will ‘freaking do something about climate change’ by planting 20 million trees,Rachel Koning Beals,Marketwatch.com,Dispatches from the business of climate change.,"Evidence of the increasing effects of climate change is building, as are the investing opportunities and changes in consumer habits linked to environmental concerns and resource use. Here are select dispatches about the companies responding to customer demand… [+4444 chars]",2019-10-28,https://www.marketwatch.com/story/mrbeast-and-pewdiepie-will-freaking-do-something-about-climate-change-by-planting-20-million-trees-2019-10-28,http://s.marketwatch.com/public/resources/MWimages/MW-HU168_mrbeas_ZG_20191028162619.jpg
Severe winds force new evacuations in California wildfire,The Associated Press,CBC News,"Authorities have ordered new evacuations for about 50,000 people because of concerns over severe winds near a huge wildfire in Northern California wine country.","Authorities have ordered new evacuations for about 50,000 people because of concerns over severe winds near a huge wildfire in Northern California wine country.
Cal Fire says winds expected to whip up Saturday night could lead to erratic fire behaviour near … [+719 chars]",2019-10-26,https://www.cbc.ca/news/world/high-winds-evacuations-california-wildfire-1.5336935,https://i.cbc.ca/1.5336939.1572113766!/cpImage/httpImage/image.jpg_gen/derivatives/16x9_620/california-wildfires.jpg
Photos: The aftermath of the fast-moving Kincade fire,Johnny Simon,Qz.com,"The fire is only 15% contained, with ferocious winds on the horizon.","The Kincade fire in northern Californias Sonoma County has burned more than 74,000 acres so far, and is expected to grow as fast moving winds continue to fuel it.
As of this morning it was 15% contained, up from 5% few days ago, but in that time the size of … [+1611 chars]",2019-10-29,https://qz.com/1737544/the-aftermath-of-the-fast-moving-kincade-fire-in-photos/,https://cms.qz.com/wp-content/uploads/2019/10/GettyImages-1178685399-e1572367746722.jpg?quality=75&strip=all&w=1400
"50,000 face evacuations in Sonoma County as Kincade Fire peril intensifies - Sacramento Bee",,Sacbee.com,"50,000 face evacuations in Sonoma County as Kincade Fire peril intensifies Sacramento Bee Helicopter View of Wildfire Burning In California VOA News Wildfire pushes California to declares state of emergency KVOA Tucson News Largest evacuation in Sonoma County…",,2019-10-26,https://www.sacbee.com/news/california/fires/article236685153.html,
"Looming Strong Winds Could Lead to More Blackouts for Californians, Utility Company Says",DAISY NGUYEN and STEFANIE DAZIO / AP,Time,Millions prepared to live in the dark as California's largest utility warned it might cut power again because of looming strong winds.,"(SAN FRANCISCO) — Millions of Californians prepared to live in the dark again as the state’s largest utility warned it might cut power for the third time in as many weeks because of looming strong winds and high fire danger.
Pacific Gas &amp; Electric will d… [+4051 chars]",2019-10-26,https://time.com/5711435/california-strong-winds-blackout/,https://timedotcom.files.wordpress.com/2019/10/tick-fire.jpg?quality=85&w=1200&h=628&crop=1
Lakers Forced To Play Half-Court Against Grizzlies As Wildfire Consumes South End Of Staples Center,"The Onion on Sports, shared by The Onion to The Onion",Theonion.com,"All the latest sports coverage from The Onion, America's finest news source.",,2019-10-30,https://sports.theonion.com/lakers-forced-to-play-half-court-against-grizzlies-as-w-1839453598,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/xvs14baim5qt5b2m4blw.jpg"
Weekend Reading,Kate Riley,Centsationalstyle.com,"Hello friends. We’re all on edge today, the wildfires are happening again in Northern California, and a big one is burning in my county just 30 miles north of my home. Evacuations and power shut downs are in effect. It’s a little scary but wildfire season is …","Hello friends. Were all on edge today, the wildfires are happening again in Northern California, and a big one is burning in my county just 30 miles north of my home. Evacuations and power shut downs are in effect. Its a little scary but wildfire season is a … [+617 chars]",2019-10-26,https://centsationalstyle.com/2019/10/weekend-reading-210/,
"Close call at Kincade Fire: Hero firefighter shields evacuees from surging flames, all survive - San Francisco Chronicle",Lizzie Johnson,Sfchronicle.com,"Close call at Kincade Fire: Hero firefighter shields evacuees from surging flames, all survive San Francisco Chronicle California Wildfire Air Quality Map: Where Smoke is Raising Health Concerns, Causing Schools to Cancel Class Newsweek Smoke From North Bay F…","A firefighter battling the explosive Kincade Fire near Geyserville was forced to deploy his personal fire shelter to prevent two residents from being overcome by flames as the blaze surged Friday evening, state officials said.
Fire shelters are used as a las… [+1318 chars]",2019-10-26,https://www.sfchronicle.com/california-wildfires/article/Close-call-at-Kincade-Fire-Hero-firefighter-14564496.php,https://s.hdnux.com/photos/01/06/43/02/18493584/9/rawImage.jpg
"Kincade Fire: Sonoma County grows to 23,700 acres, 5% containment - KGO-TV",Amy Hollyfield,Abc7news.com,"Kincade Fire: Sonoma County grows to 23,700 acres, 5% containment KGO-TV Kincade Fire sends PG&E stock reeling; could go to zero, analyst warns SF Gate Wineries Forced to Close and Evacuate Workers as Wildfire Hits Sonoma Yahoo Lifestyle 2,000 people forced t…","GEYSERVILLE, Calif. (KGO) -- Officials say the Kincade Fire slowed down overnight and the weather is very calm and cool today. The blaze has burned 23,700 acres and remains at five percent containment.An evacuation warning has been issued for Cobb Mountain an… [+8102 chars]",2019-10-26,https://abc7news.com/kincade-fire-remains-at-23700-acres-525-containment/5646166/,"https://cdn.abcotvs.com/dip/images/5648068_102519-kgo-fire-nuts-and-bolts-img_Image_16-00-00,23.jpg?w=1600"
California Resident Fights Wildfire Near Backyard - VOA News,,Youtube.com,"California Resident Fights Wildfire Near Backyard VOA News Winds Bring Critical Fire Weather Conditions Near Tick Fire; Smoke Advisory Extended KTLA Los Angeles Calmer winds help fire crews fighting the Tick fire, now 25% contained msnNOW 50,000 forced to fle…","A resident filmed a wildfire as it edged near his own house in Santa Clarita, California, Thursday, October 24, as firefighters arrived to help.Firefighters in California are simultaneously fighting blazes in both the north and south of the state, as a new wi… [+270 chars]",2019-10-26,https://www.youtube.com/watch?v=o-zLQmqrJ8U,https://i.ytimg.com/vi/o-zLQmqrJ8U/maxresdefault.jpg
Kincade Fire: New evacuation warning issued for parts of Lake County - KGO-TV,,Abc7news.com,"Kincade Fire: New evacuation warning issued for parts of Lake County KGO-TV Here's every fire burning in Southern California today KABC-TV Wildfire in Los Angeles: Over 40,000 told to evacuate, emergency declared WAVY.com Kincade Fire: CAL FIRE says Sonoma Co…","SONOMA COUNTY, Calif. (KGO) -- The Kincade Fire has spread to 74,324 acres and is 15 percent contained. Of the 123 structures destroyed, CAL FIRE says 57 are homes. Of the 20 structures damaged, officials say 12 are homes.CAL FIRE issued an evacuation warning… [+6221 chars]",2019-10-29,https://abc7news.com/officials-say-kincade-fire-is-now-74000-acres-15-percent-contained/5655955/,"https://cdn.abcotvs.com/dip/images/5654877_102819-kgo-kincade-fire-joel-tina-chandler-in-sr-house-img_Image_00-00-33,17.jpg?w=1600"
